,h0,omega_m
1073,70.76579,0.29699433
1074,70.728935,0.2936169
1075,72.76976,0.2935358
1076,68.198524,0.2768834
1077,73.752464,0.27681097
1078,68.76534,0.29871207
1079,71.29768,0.28460956
1080,76.86672,0.31189394
1081,73.907234,0.29446214
1082,71.48574,0.2943749
1083,70.13997,0.27686056
1084,72.89868,0.3014893
1085,68.498375,0.29627478
1086,75.6386,0.27059892
1087,67.30198,0.32172337
1088,68.9538,0.30399105
1089,68.68712,0.2940741
1090,66.99025,0.2809404
1091,73.47281,0.26913634
